boot_df,random_state,f1_score
41,3,0.77
41,4,0.75
41,5,0.73
41,6,0.73
41,7,0.73
41,8,0.74
41,9,0.76
42,0,0.72
42,1,0.73
42,2,0.72
42,3,0.7
42,4,0.74
42,5,0.74
42,6,0.71
42,7,0.72
42,8,0.73
42,9,0.72
43,0,0.7
43,1,0.75
43,2,0.73
43,3,0.72
43,4,0.68
43,5,0.71
43,6,0.76
43,7,0.73
43,8,0.75
43,9,0.71
44,0,0.75
44,1,0.74
44,2,0.76
44,3,0.73
44,4,0.73
44,5,0.75
44,6,0.76
44,7,0.73
44,8,0.73
44,9,0.76
45,0,0.76
45,1,0.75
45,2,0.74
45,3,0.73
45,4,0.76
45,5,0.8
45,6,0.74
45,7,0.74
45,8,0.75
45,9,0.77
46,0,0.75
46,1,0.77
46,2,0.73
46,3,0.76
46,4,0.8
46,5,0.74
46,6,0.72
46,7,0.78
46,8,0.72
46,9,0.78
47,0,0.71
47,1,0.72
47,2,0.73
47,3,0.74
47,4,0.73
47,5,0.74
47,6,0.67
47,7,0.77
47,8,0.73
47,9,0.71
48,0,0.74
48,1,0.73
48,2,0.77
48,3,0.75
48,4,0.73
48,5,0.81
48,6,0.81
48,7,0.74
48,8,0.74
48,9,0.76
49,0,0.74
49,1,0.76
49,2,0.7
49,3,0.74
49,4,0.76
49,5,0.77
49,6,0.74
49,7,0.75
49,8,0.76
49,9,0.74
50,0,0.77
50,1,0.75
50,2,0.73
50,3,0.76
50,4,0.75
50,5,0.75
50,6,0.78
50,7,0.72
50,8,0.78
50,9,0.77
51,0,0.75
51,1,0.71
51,2,0.76
51,3,0.73
51,4,0.74
51,5,0.73
51,6,0.75
51,7,0.72
51,8,0.72
51,9,0.74
52,0,0.73
52,1,0.75
52,2,0.74
52,3,0.71
52,4,0.75
52,5,0.76
52,6,0.74
52,7,0.71
52,8,0.75
52,9,0.77
53,0,0.76
53,1,0.77
53,2,0.78
53,3,0.75
53,4,0.77
53,5,0.76
53,6,0.76
53,7,0.75
53,8,0.76
53,9,0.77
54,0,0.75
54,1,0.76
54,2,0.74
54,3,0.75
54,4,0.76
54,5,0.73
54,6,0.77
54,7,0.73
54,8,0.73
54,9,0.76
55,0,0.74
55,1,0.73
55,2,0.76
55,3,0.72
55,4,0.74
55,5,0.73
55,6,0.71
55,7,0.71
55,8,0.7
55,9,0.78
56,0,0.78
56,1,0.75
56,2,0.75
56,3,0.76
56,4,0.75
56,5,0.78
56,6,0.73
56,7,0.74
56,8,0.72
56,9,0.74
57,0,0.77
57,1,0.73
57,2,0.76
57,3,0.73
57,4,0.78
57,5,0.77
57,6,0.81
57,7,0.77
57,8,0.78
57,9,0.75
58,0,0.78
58,1,0.74
58,2,0.72
58,3,0.73
58,4,0.73
58,5,0.75
58,6,0.74
58,7,0.75
58,8,0.72
58,9,0.7
59,0,0.75
59,1,0.74
59,2,0.74
59,3,0.78
59,4,0.74
59,5,0.72
59,6,0.76
59,7,0.76
59,8,0.7
59,9,0.74
60,0,0.73
60,1,0.76
60,2,0.74
60,3,0.76
60,4,0.73
60,5,0.71
60,6,0.69
60,7,0.69
60,8,0.73
60,9,0.72
61,0,0.73
61,1,0.71
61,2,0.7
61,3,0.72
61,4,0.72
61,5,0.73
61,6,0.74
61,7,0.72
61,8,0.75
61,9,0.7
62,0,0.73
62,1,0.75
62,2,0.73
62,3,0.74
62,4,0.76
62,5,0.76
62,6,0.73
62,7,0.78
62,8,0.76
62,9,0.76
63,0,0.76
63,1,0.72
63,2,0.71
63,3,0.73
63,4,0.76
63,5,0.75
63,6,0.75
63,7,0.74
63,8,0.71
63,9,0.74
64,0,0.74
64,1,0.76
64,2,0.77
64,3,0.8
64,4,0.77
64,5,0.74
64,6,0.73
64,7,0.74
64,8,0.76
64,9,0.71
65,0,0.74
65,1,0.69
65,2,0.73
65,3,0.75
65,4,0.77
65,5,0.72
65,6,0.78
65,7,0.74
65,8,0.69
65,9,0.74
66,0,0.76
66,1,0.73
66,2,0.73
66,3,0.76
66,4,0.75
66,5,0.74
66,6,0.77
66,7,0.77
66,8,0.77
66,9,0.8
67,0,0.73
67,1,0.73
67,2,0.77
67,3,0.71
67,4,0.7
67,5,0.77
67,6,0.74
67,7,0.8
67,8,0.76
67,9,0.75
68,0,0.76
68,1,0.78
68,2,0.76
68,3,0.78
68,4,0.76
68,5,0.77
68,6,0.76
68,7,0.78
68,8,0.73
68,9,0.76
69,0,0.74
69,1,0.73
69,2,0.76
69,3,0.76
69,4,0.75
69,5,0.75
69,6,0.78
69,7,0.71
69,8,0.77
69,9,0.74
70,0,0.75
70,1,0.76
70,2,0.7
70,3,0.74
70,4,0.72
70,5,0.7
70,6,0.72
70,7,0.71
70,8,0.78
70,9,0.75
71,0,0.78
71,1,0.76
71,2,0.77
71,3,0.73
71,4,0.74
71,5,0.73
71,6,0.74
71,7,0.72
71,8,0.76
71,9,0.72
72,0,0.76
72,1,0.73
72,2,0.75
72,3,0.75
72,4,0.76
72,5,0.68
72,6,0.71
72,7,0.75
72,8,0.75
72,9,0.75
73,0,0.7
73,1,0.74
73,2,0.76
73,3,0.7
73,4,0.74
73,5,0.72
73,6,0.73
73,7,0.79
73,8,0.73
73,9,0.73
74,0,0.79
74,1,0.74
74,2,0.75
74,3,0.73
74,4,0.73
74,5,0.71
74,6,0.76
74,7,0.78
74,8,0.74
74,9,0.69
75,0,0.75
75,1,0.74
75,2,0.76
75,3,0.79
75,4,0.78
75,5,0.76
75,6,0.74
75,7,0.76
75,8,0.7
75,9,0.73
76,0,0.77
76,1,0.78
76,2,0.75
76,3,0.74
76,4,0.75
76,5,0.75
76,6,0.72
76,7,0.77
76,8,0.73
76,9,0.76
77,0,0.75
77,1,0.73
77,2,0.74
77,3,0.75
77,4,0.74
77,5,0.72
77,6,0.75
77,7,0.7
77,8,0.78
77,9,0.76
78,0,0.73
78,1,0.75
78,2,0.75
78,3,0.75
78,4,0.73
78,5,0.74
78,6,0.73
78,7,0.71
78,8,0.73
78,9,0.72
79,0,0.71
79,1,0.77
79,2,0.76
79,3,0.74
79,4,0.74
79,5,0.72
79,6,0.76
79,7,0.75
79,8,0.75
79,9,0.75
80,0,0.77
80,1,0.74
80,2,0.75
80,3,0.79
80,4,0.75
80,5,0.7
80,6,0.74
80,7,0.73
80,8,0.76
80,9,0.72
81,0,0.76
81,1,0.74
81,2,0.74
81,3,0.75
81,4,0.74
81,5,0.72
81,6,0.74
81,7,0.75
81,8,0.74
81,9,0.73
82,0,0.76
82,1,0.77
82,2,0.78
82,3,0.77
82,4,0.7
82,5,0.73
82,6,0.78
82,7,0.75
82,8,0.71
82,9,0.74
83,0,0.75
83,1,0.76
83,2,0.73
83,3,0.72
83,4,0.75
83,5,0.75
83,6,0.77
83,7,0.73
83,8,0.75
83,9,0.77
84,0,0.71
84,1,0.78
84,2,0.74
84,3,0.74
84,4,0.73
84,5,0.72
84,6,0.75
84,7,0.78
84,8,0.79
84,9,0.71
85,0,0.75
85,1,0.76
85,2,0.74
85,3,0.72
85,4,0.75
85,5,0.74
85,6,0.75
85,7,0.72
85,8,0.76
85,9,0.75
86,0,0.73
86,1,0.73
86,2,0.79
86,3,0.73
86,4,0.72
86,5,0.7
86,6,0.76
86,7,0.78
86,8,0.74
86,9,0.75
87,0,0.74
87,1,0.75
87,2,0.75
87,3,0.73
87,4,0.76
87,5,0.7
87,6,0.74
87,7,0.81
87,8,0.74
87,9,0.75
88,0,0.71
88,1,0.7
88,2,0.74
88,3,0.73
88,4,0.75
88,5,0.76
88,6,0.76
88,7,0.77
88,8,0.75
88,9,0.7
89,0,0.68
89,1,0.71
89,2,0.75
89,3,0.74
89,4,0.77
89,5,0.76
89,6,0.74
89,7,0.74
89,8,0.71
89,9,0.72
90,0,0.73
90,1,0.77
90,2,0.77
90,3,0.76
90,4,0.77
90,5,0.76
90,6,0.78
90,7,0.72
90,8,0.75
90,9,0.76
91,0,0.78
91,1,0.76
91,2,0.77
91,3,0.73
91,4,0.78
91,5,0.73
91,6,0.79
91,7,0.76
91,8,0.72
91,9,0.69
92,0,0.76
92,1,0.74
92,2,0.75
92,3,0.75
92,4,0.78
92,5,0.75
92,6,0.81
92,7,0.79
92,8,0.76
92,9,0.76
93,0,0.73
93,1,0.78
93,2,0.76
93,3,0.73
93,4,0.73
93,5,0.76
93,6,0.73
93,7,0.75
93,8,0.77
93,9,0.73
94,0,0.74
94,1,0.78
94,2,0.76
94,3,0.77
94,4,0.74
94,5,0.74
94,6,0.77
94,7,0.74
94,8,0.73
94,9,0.74
95,0,0.75
95,1,0.73
95,2,0.76
95,3,0.74
95,4,0.76
95,5,0.77
95,6,0.77
95,7,0.76
95,8,0.78
95,9,0.74
96,0,0.74
96,1,0.76
96,2,0.77
96,3,0.74
96,4,0.77
96,5,0.72
96,6,0.71
96,7,0.75
96,8,0.73
96,9,0.76
97,0,0.76
97,1,0.75
97,2,0.73
97,3,0.71
97,4,0.73
97,5,0.75
97,6,0.74
97,7,0.74
97,8,0.72
97,9,0.73
98,0,0.78
98,1,0.78
98,2,0.75
98,3,0.77
98,4,0.77
98,5,0.76
98,6,0.73
98,7,0.76
98,8,0.76
98,9,0.76
99,0,0.77
99,1,0.79
99,2,0.77
99,3,0.75
99,4,0.78
99,5,0.77
99,6,0.77
99,7,0.78
99,8,0.81
99,9,0.76
