boot_df,random_state,f1_score
67,1,0.75
67,2,0.72
67,3,0.75
67,4,0.73
67,5,0.72
67,6,0.7
67,7,0.75
67,8,0.72
67,9,0.72
68,0,0.71
68,1,0.77
68,2,0.75
68,3,0.79
68,4,0.74
68,5,0.74
68,6,0.74
68,7,0.73
68,8,0.73
68,9,0.74
69,0,0.75
69,1,0.77
69,2,0.74
69,3,0.75
69,4,0.76
69,5,0.74
69,6,0.75
69,7,0.77
69,8,0.74
69,9,0.77
70,0,0.75
70,1,0.68
70,2,0.71
70,3,0.75
70,4,0.71
70,5,0.72
70,6,0.68
70,7,0.73
70,8,0.74
70,9,0.77
71,0,0.72
71,1,0.74
71,2,0.71
71,3,0.73
71,4,0.71
71,5,0.7
71,6,0.72
71,7,0.76
71,8,0.7
71,9,0.71
72,0,0.73
72,1,0.75
72,2,0.76
72,3,0.75
72,4,0.75
72,5,0.72
72,6,0.72
72,7,0.78
72,8,0.71
72,9,0.72
73,0,0.76
73,1,0.75
73,2,0.77
73,3,0.78
73,4,0.75
73,5,0.72
73,6,0.72
73,7,0.72
73,8,0.73
73,9,0.75
74,0,0.7
74,1,0.71
74,2,0.71
74,3,0.71
74,4,0.73
74,5,0.69
74,6,0.72
74,7,0.71
74,8,0.71
74,9,0.71
75,0,0.76
75,1,0.71
75,2,0.7
75,3,0.73
75,4,0.71
75,5,0.73
75,6,0.73
75,7,0.77
75,8,0.71
75,9,0.71
76,0,0.75
76,1,0.72
76,2,0.73
76,3,0.73
76,4,0.72
76,5,0.72
76,6,0.7
76,7,0.8
76,8,0.72
76,9,0.72
77,0,0.73
77,1,0.73
77,2,0.77
77,3,0.68
77,4,0.76
77,5,0.73
77,6,0.73
77,7,0.77
77,8,0.74
77,9,0.75
78,0,0.74
78,1,0.74
78,2,0.75
78,3,0.69
78,4,0.73
78,5,0.72
78,6,0.73
78,7,0.7
78,8,0.74
78,9,0.72
79,0,0.73
79,1,0.78
79,2,0.73
79,3,0.75
79,4,0.74
79,5,0.73
79,6,0.77
79,7,0.74
79,8,0.74
79,9,0.76
80,0,0.74
80,1,0.71
80,2,0.72
80,3,0.74
80,4,0.72
80,5,0.75
80,6,0.73
80,7,0.73
80,8,0.75
80,9,0.72
81,0,0.73
81,1,0.75
81,2,0.73
81,3,0.73
81,4,0.75
81,5,0.74
81,6,0.7
81,7,0.74
81,8,0.73
81,9,0.75
82,0,0.74
82,1,0.72
82,2,0.72
82,3,0.72
82,4,0.74
82,5,0.75
82,6,0.74
82,7,0.73
82,8,0.74
82,9,0.76
83,0,0.75
83,1,0.76
83,2,0.71
83,3,0.8
83,4,0.7
83,5,0.74
83,6,0.77
83,7,0.74
83,8,0.76
83,9,0.77
84,0,0.78
84,1,0.75
84,2,0.76
84,3,0.73
84,4,0.73
84,5,0.74
84,6,0.76
84,7,0.71
84,8,0.77
84,9,0.75
85,0,0.76
85,1,0.76
85,2,0.7
85,3,0.73
85,4,0.74
85,5,0.74
85,6,0.75
85,7,0.71
85,8,0.72
85,9,0.73
86,0,0.75
86,1,0.71
86,2,0.75
86,3,0.72
86,4,0.76
86,5,0.76
86,6,0.7
86,7,0.74
86,8,0.8
86,9,0.75
87,0,0.74
87,1,0.74
87,2,0.73
87,3,0.75
87,4,0.73
87,5,0.74
87,6,0.7
87,7,0.73
87,8,0.75
87,9,0.74
88,0,0.71
88,1,0.74
88,2,0.73
88,3,0.73
88,4,0.73
88,5,0.7
88,6,0.7
88,7,0.72
88,8,0.75
88,9,0.7
89,0,0.76
89,1,0.73
89,2,0.73
89,3,0.74
89,4,0.77
89,5,0.75
89,6,0.73
89,7,0.74
89,8,0.74
89,9,0.75
90,0,0.78
90,1,0.73
90,2,0.75
90,3,0.74
90,4,0.77
90,5,0.75
90,6,0.74
90,7,0.7
90,8,0.77
90,9,0.69
91,0,0.69
91,1,0.78
91,2,0.72
91,3,0.72
91,4,0.72
91,5,0.76
91,6,0.75
91,7,0.72
91,8,0.74
91,9,0.76
92,0,0.77
92,1,0.71
92,2,0.76
92,3,0.73
92,4,0.72
92,5,0.75
92,6,0.74
92,7,0.72
92,8,0.71
92,9,0.71
93,0,0.72
93,1,0.73
93,2,0.74
93,3,0.75
93,4,0.79
93,5,0.72
93,6,0.75
93,7,0.78
93,8,0.76
93,9,0.75
94,0,0.75
94,1,0.73
94,2,0.72
94,3,0.72
94,4,0.74
94,5,0.74
94,6,0.75
94,7,0.72
94,8,0.74
94,9,0.77
95,0,0.74
95,1,0.78
95,2,0.76
95,3,0.77
95,4,0.73
95,5,0.72
95,6,0.75
95,7,0.73
95,8,0.75
95,9,0.73
96,0,0.74
96,1,0.73
96,2,0.71
96,3,0.74
96,4,0.72
96,5,0.75
96,6,0.73
96,7,0.71
96,8,0.71
96,9,0.72
97,0,0.74
97,1,0.76
97,2,0.74
97,3,0.77
97,4,0.75
97,5,0.74
97,6,0.69
97,7,0.76
97,8,0.74
97,9,0.75
98,0,0.74
98,1,0.74
98,2,0.73
98,3,0.74
98,4,0.75
98,5,0.74
98,6,0.77
98,7,0.71
98,8,0.77
98,9,0.73
99,0,0.75
99,1,0.71
99,2,0.71
99,3,0.75
99,4,0.74
99,5,0.71
99,6,0.74
99,7,0.74
99,8,0.73
99,9,0.75
