boot_df,random_state,f1_score
13,6,0.73
13,7,0.76
13,8,0.71
13,9,0.75
14,0,0.77
14,1,0.72
14,2,0.7
14,3,0.7
14,4,0.74
14,5,0.73
14,6,0.71
14,7,0.75
14,8,0.72
14,9,0.74
15,0,0.77
15,1,0.7
15,2,0.73
15,3,0.73
15,4,0.78
15,5,0.75
15,6,0.73
15,7,0.73
15,8,0.75
15,9,0.74
16,0,0.68
16,1,0.68
16,2,0.73
16,3,0.72
16,4,0.7
16,5,0.71
16,6,0.75
16,7,0.66
16,8,0.7
16,9,0.69
17,0,0.75
17,1,0.75
17,2,0.76
17,3,0.71
17,4,0.69
17,5,0.71
17,6,0.71
17,7,0.73
17,8,0.73
17,9,0.75
18,0,0.76
18,1,0.77
18,2,0.75
18,3,0.7
18,4,0.73
18,5,0.72
18,6,0.7
18,7,0.76
18,8,0.76
18,9,0.74
19,0,0.74
19,1,0.77
19,2,0.69
19,3,0.72
19,4,0.73
19,5,0.7
19,6,0.71
19,7,0.75
19,8,0.73
19,9,0.77
20,0,0.75
20,1,0.68
20,2,0.71
20,3,0.75
20,4,0.73
20,5,0.75
20,6,0.76
20,7,0.73
20,8,0.7
20,9,0.72
21,0,0.71
21,1,0.75
21,2,0.74
21,3,0.73
21,4,0.72
21,5,0.71
21,6,0.73
21,7,0.74
21,8,0.68
21,9,0.72
22,0,0.75
22,1,0.77
22,2,0.74
22,3,0.75
22,4,0.72
22,5,0.71
22,6,0.76
22,7,0.75
22,8,0.73
22,9,0.78
23,0,0.68
23,1,0.72
23,2,0.68
23,3,0.66
23,4,0.7
23,5,0.73
23,6,0.69
23,7,0.7
23,8,0.72
23,9,0.73
24,0,0.7
24,1,0.68
24,2,0.69
24,3,0.71
24,4,0.71
24,5,0.73
24,6,0.69
24,7,0.66
24,8,0.75
24,9,0.69
25,0,0.7
25,1,0.72
25,2,0.72
25,3,0.72
25,4,0.69
25,5,0.76
25,6,0.7
25,7,0.72
25,8,0.72
25,9,0.75
26,0,0.71
26,1,0.79
26,2,0.76
26,3,0.74
26,4,0.74
26,5,0.73
26,6,0.76
26,7,0.75
26,8,0.67
26,9,0.74
27,0,0.75
27,1,0.72
27,2,0.73
27,3,0.74
27,4,0.73
27,5,0.72
27,6,0.71
27,7,0.72
27,8,0.72
27,9,0.69
28,0,0.74
28,1,0.74
28,2,0.72
28,3,0.71
28,4,0.74
28,5,0.73
28,6,0.76
28,7,0.75
28,8,0.76
28,9,0.7
29,0,0.71
29,1,0.69
29,2,0.71
29,3,0.72
29,4,0.74
29,5,0.73
29,6,0.73
29,7,0.71
29,8,0.74
29,9,0.72
30,0,0.71
30,1,0.74
30,2,0.74
30,3,0.7
30,4,0.75
30,5,0.76
30,6,0.73
30,7,0.68
30,8,0.71
30,9,0.68
31,0,0.73
31,1,0.75
31,2,0.75
31,3,0.71
31,4,0.75
31,5,0.73
31,6,0.74
31,7,0.76
31,8,0.72
31,9,0.78
32,0,0.72
32,1,0.73
32,2,0.73
32,3,0.73
32,4,0.76
32,5,0.71
32,6,0.71
32,7,0.71
32,8,0.76
32,9,0.73
33,0,0.76
33,1,0.78
33,2,0.75
33,3,0.76
33,4,0.76
33,5,0.75
33,6,0.72
33,7,0.77
33,8,0.75
33,9,0.74
34,0,0.71
34,1,0.76
34,2,0.75
34,3,0.74
34,4,0.76
34,5,0.74
34,6,0.71
34,7,0.74
34,8,0.71
34,9,0.72
35,0,0.68
35,1,0.73
35,2,0.75
35,3,0.75
35,4,0.75
35,5,0.71
35,6,0.74
35,7,0.73
35,8,0.74
35,9,0.74
36,0,0.74
36,1,0.75
36,2,0.72
36,3,0.7
36,4,0.74
36,5,0.72
36,6,0.75
36,7,0.71
36,8,0.73
36,9,0.73
37,0,0.73
37,1,0.73
37,2,0.73
37,3,0.71
37,4,0.75
37,5,0.74
37,6,0.76
37,7,0.7
37,8,0.71
37,9,0.76
38,0,0.76
38,1,0.72
38,2,0.69
38,3,0.72
38,4,0.69
38,5,0.73
38,6,0.69
38,7,0.72
38,8,0.72
38,9,0.68
39,0,0.72
39,1,0.7
39,2,0.7
39,3,0.77
39,4,0.69
39,5,0.75
39,6,0.72
39,7,0.74
39,8,0.76
39,9,0.75
40,0,0.74
40,1,0.73
40,2,0.74
40,3,0.69
40,4,0.73
40,5,0.76
40,6,0.72
40,7,0.72
40,8,0.73
40,9,0.72
41,0,0.74
41,1,0.71
41,2,0.7
41,3,0.72
41,4,0.71
41,5,0.74
41,6,0.73
41,7,0.71
41,8,0.71
41,9,0.71
42,0,0.72
42,1,0.7
42,2,0.71
42,3,0.71
42,4,0.72
42,5,0.71
42,6,0.74
42,7,0.74
42,8,0.7
42,9,0.72
43,0,0.7
43,1,0.72
43,2,0.72
43,3,0.73
43,4,0.77
43,5,0.72
43,6,0.72
43,7,0.7
43,8,0.69
43,9,0.75
44,0,0.74
44,1,0.74
44,2,0.71
44,3,0.74
44,4,0.7
44,5,0.75
44,6,0.76
44,7,0.71
44,8,0.76
44,9,0.75
45,0,0.71
45,1,0.76
45,2,0.69
45,3,0.74
45,4,0.73
45,5,0.72
45,6,0.72
45,7,0.72
45,8,0.72
45,9,0.66
46,0,0.78
46,1,0.75
46,2,0.73
46,3,0.75
46,4,0.77
46,5,0.74
46,6,0.75
46,7,0.75
46,8,0.74
46,9,0.73
47,0,0.7
47,1,0.73
47,2,0.79
47,3,0.69
47,4,0.73
47,5,0.73
47,6,0.74
47,7,0.72
47,8,0.73
47,9,0.72
48,0,0.69
48,1,0.7
48,2,0.74
48,3,0.72
48,4,0.68
48,5,0.71
48,6,0.69
48,7,0.76
48,8,0.71
48,9,0.71
49,0,0.68
49,1,0.72
49,2,0.74
49,3,0.72
49,4,0.7
49,5,0.74
49,6,0.76
49,7,0.71
49,8,0.72
49,9,0.72
50,0,0.76
50,1,0.71
50,2,0.69
50,3,0.73
50,4,0.74
50,5,0.71
50,6,0.72
50,7,0.72
50,8,0.68
50,9,0.71
51,0,0.71
51,1,0.7
51,2,0.75
51,3,0.74
51,4,0.72
51,5,0.73
51,6,0.71
51,7,0.76
51,8,0.72
51,9,0.74
52,0,0.65
52,1,0.74
52,2,0.75
52,3,0.74
52,4,0.72
52,5,0.72
52,6,0.71
52,7,0.7
52,8,0.73
52,9,0.69
53,0,0.7
53,1,0.74
53,2,0.78
53,3,0.73
53,4,0.72
53,5,0.7
53,6,0.78
53,7,0.73
53,8,0.74
53,9,0.73
54,0,0.69
54,1,0.74
54,2,0.73
54,3,0.74
54,4,0.71
54,5,0.74
54,6,0.71
54,7,0.7
54,8,0.75
54,9,0.73
55,0,0.77
55,1,0.72
55,2,0.75
55,3,0.72
55,4,0.72
55,5,0.72
55,6,0.77
55,7,0.73
55,8,0.74
55,9,0.72
56,0,0.77
56,1,0.7
56,2,0.75
56,3,0.73
56,4,0.74
56,5,0.74
56,6,0.75
56,7,0.69
56,8,0.74
56,9,0.68
57,0,0.69
57,1,0.74
57,2,0.69
57,3,0.69
57,4,0.7
57,5,0.67
57,6,0.74
57,7,0.74
57,8,0.7
57,9,0.68
58,0,0.71
58,1,0.72
58,2,0.75
58,3,0.74
58,4,0.74
58,5,0.73
58,6,0.71
58,7,0.74
58,8,0.7
58,9,0.75
59,0,0.71
59,1,0.74
59,2,0.75
59,3,0.76
59,4,0.74
59,5,0.75
59,6,0.71
59,7,0.72
59,8,0.72
59,9,0.74
60,0,0.7
60,1,0.73
60,2,0.73
60,3,0.76
60,4,0.75
60,5,0.72
60,6,0.74
60,7,0.7
60,8,0.73
60,9,0.72
61,0,0.74
61,1,0.71
61,2,0.72
61,3,0.7
61,4,0.71
61,5,0.69
61,6,0.73
61,7,0.75
61,8,0.77
61,9,0.73
62,0,0.76
62,1,0.73
62,2,0.77
62,3,0.74
62,4,0.75
62,5,0.77
62,6,0.75
62,7,0.72
62,8,0.73
62,9,0.75
63,0,0.67
63,1,0.7
63,2,0.77
63,3,0.69
63,4,0.73
63,5,0.68
63,6,0.75
63,7,0.72
63,8,0.71
63,9,0.7
64,0,0.74
64,1,0.74
64,2,0.7
64,3,0.73
64,4,0.71
64,5,0.7
64,6,0.72
64,7,0.75
64,8,0.71
64,9,0.69
65,0,0.7
65,1,0.74
65,2,0.8
65,3,0.73
65,4,0.71
65,5,0.7
65,6,0.69
65,7,0.7
65,8,0.71
65,9,0.7
66,0,0.73
66,1,0.73
66,2,0.72
66,3,0.74
66,4,0.74
66,5,0.75
66,6,0.71
66,7,0.69
66,8,0.71
66,9,0.72
67,0,0.74
67,1,0.73
67,2,0.7
67,3,0.75
67,4,0.72
67,5,0.74
67,6,0.7
67,7,0.75
67,8,0.74
67,9,0.73
68,0,0.77
68,1,0.72
68,2,0.72
68,3,0.73
68,4,0.72
68,5,0.75
68,6,0.7
68,7,0.71
68,8,0.73
68,9,0.7
69,0,0.72
69,1,0.73
69,2,0.7
69,3,0.74
69,4,0.75
69,5,0.73
69,6,0.71
69,7,0.71
69,8,0.68
69,9,0.71
70,0,0.73
70,1,0.73
70,2,0.71
70,3,0.7
70,4,0.74
70,5,0.74
70,6,0.73
70,7,0.73
70,8,0.72
70,9,0.75
71,0,0.7
71,1,0.74
71,2,0.76
71,3,0.72
71,4,0.74
71,5,0.74
71,6,0.73
71,7,0.72
71,8,0.77
71,9,0.73
72,0,0.72
72,1,0.74
72,2,0.74
72,3,0.72
72,4,0.75
72,5,0.73
72,6,0.74
72,7,0.74
72,8,0.72
72,9,0.73
73,0,0.73
73,1,0.73
73,2,0.74
73,3,0.71
73,4,0.69
73,5,0.8
73,6,0.73
73,7,0.71
73,8,0.71
73,9,0.71
74,0,0.69
74,1,0.76
74,2,0.72
74,3,0.75
74,4,0.73
74,5,0.71
74,6,0.73
74,7,0.74
74,8,0.7
74,9,0.71
75,0,0.75
75,1,0.73
75,2,0.77
75,3,0.73
75,4,0.67
75,5,0.71
75,6,0.71
75,7,0.73
75,8,0.73
75,9,0.73
76,0,0.69
76,1,0.77
76,2,0.74
76,3,0.78
76,4,0.72
76,5,0.7
76,6,0.76
76,7,0.74
76,8,0.75
76,9,0.75
77,0,0.71
77,1,0.71
77,2,0.74
77,3,0.76
77,4,0.72
77,5,0.69
77,6,0.75
77,7,0.74
77,8,0.73
77,9,0.68
78,0,0.72
78,1,0.72
78,2,0.77
78,3,0.75
78,4,0.72
78,5,0.68
78,6,0.71
78,7,0.76
78,8,0.7
78,9,0.68
79,0,0.74
79,1,0.72
79,2,0.66
79,3,0.69
79,4,0.65
79,5,0.69
79,6,0.7
79,7,0.65
79,8,0.7
79,9,0.66
80,0,0.73
80,1,0.75
80,2,0.72
80,3,0.68
80,4,0.73
80,5,0.7
80,6,0.72
80,7,0.7
80,8,0.72
80,9,0.75
81,0,0.72
81,1,0.73
81,2,0.76
81,3,0.7
81,4,0.72
81,5,0.71
81,6,0.71
81,7,0.76
81,8,0.77
81,9,0.75
82,0,0.74
82,1,0.75
82,2,0.76
82,3,0.73
82,4,0.72
82,5,0.76
82,6,0.73
82,7,0.75
82,8,0.78
82,9,0.74
83,0,0.76
83,1,0.73
83,2,0.75
83,3,0.75
83,4,0.75
83,5,0.78
83,6,0.72
83,7,0.72
83,8,0.74
83,9,0.77
84,0,0.7
84,1,0.72
84,2,0.72
84,3,0.74
84,4,0.75
84,5,0.67
84,6,0.73
84,7,0.69
84,8,0.7
84,9,0.73
85,0,0.72
85,1,0.73
85,2,0.73
85,3,0.72
85,4,0.75
85,5,0.67
85,6,0.73
85,7,0.71
85,8,0.73
85,9,0.7
86,0,0.71
86,1,0.74
86,2,0.71
86,3,0.74
86,4,0.72
86,5,0.72
86,6,0.75
86,7,0.74
86,8,0.72
86,9,0.73
87,0,0.72
87,1,0.72
87,2,0.71
87,3,0.7
87,4,0.77
87,5,0.69
87,6,0.77
87,7,0.71
87,8,0.71
87,9,0.74
88,0,0.71
88,1,0.75
88,2,0.71
88,3,0.74
88,4,0.75
88,5,0.74
88,6,0.76
88,7,0.68
88,8,0.75
88,9,0.74
89,0,0.74
89,1,0.72
89,2,0.68
89,3,0.73
89,4,0.74
89,5,0.73
89,6,0.79
89,7,0.72
89,8,0.71
89,9,0.77
90,0,0.73
90,1,0.67
90,2,0.74
90,3,0.75
90,4,0.73
90,5,0.68
90,6,0.72
90,7,0.74
90,8,0.73
90,9,0.68
91,0,0.74
91,1,0.75
91,2,0.75
91,3,0.73
91,4,0.74
91,5,0.72
91,6,0.7
91,7,0.76
91,8,0.72
91,9,0.7
92,0,0.71
92,1,0.73
92,2,0.72
92,3,0.72
92,4,0.74
92,5,0.75
92,6,0.73
92,7,0.69
92,8,0.74
92,9,0.74
93,0,0.74
93,1,0.75
93,2,0.71
93,3,0.75
93,4,0.71
93,5,0.71
93,6,0.72
93,7,0.78
93,8,0.72
93,9,0.74
94,0,0.75
94,1,0.74
94,2,0.76
94,3,0.75
94,4,0.76
94,5,0.77
94,6,0.74
94,7,0.74
94,8,0.71
94,9,0.78
95,0,0.74
95,1,0.72
95,2,0.69
95,3,0.71
95,4,0.72
95,5,0.72
95,6,0.71
95,7,0.72
95,8,0.73
95,9,0.7
96,0,0.72
96,1,0.73
96,2,0.74
96,3,0.67
96,4,0.73
96,5,0.73
96,6,0.71
96,7,0.72
96,8,0.71
96,9,0.77
97,0,0.77
97,1,0.7
97,2,0.75
97,3,0.76
97,4,0.69
97,5,0.72
97,6,0.69
97,7,0.72
97,8,0.72
97,9,0.71
98,0,0.74
98,1,0.74
98,2,0.76
98,3,0.75
98,4,0.74
98,5,0.74
98,6,0.76
98,7,0.75
98,8,0.78
98,9,0.75
99,0,0.74
99,1,0.77
99,2,0.76
99,3,0.74
99,4,0.7
99,5,0.7
99,6,0.72
99,7,0.72
99,8,0.68
99,9,0.73
