boot_df,random_state,f1_score
59,7,0.73
59,8,0.73
59,9,0.73
60,0,0.74
60,1,0.76
60,2,0.74
60,3,0.76
60,4,0.76
60,5,0.75
60,6,0.72
60,7,0.79
60,8,0.74
60,9,0.76
61,0,0.73
61,1,0.73
61,2,0.74
61,3,0.77
61,4,0.74
61,5,0.74
61,6,0.75
61,7,0.77
61,8,0.74
61,9,0.78
62,0,0.79
62,1,0.76
62,2,0.75
62,3,0.69
62,4,0.77
62,5,0.73
62,6,0.76
62,7,0.74
62,8,0.75
62,9,0.75
63,0,0.75
63,1,0.77
63,2,0.75
63,3,0.73
63,4,0.78
63,5,0.74
63,6,0.76
63,7,0.78
63,8,0.75
63,9,0.75
64,0,0.76
64,1,0.78
64,2,0.73
64,3,0.78
64,4,0.74
64,5,0.72
64,6,0.74
64,7,0.74
64,8,0.77
64,9,0.77
65,0,0.79
65,1,0.76
65,2,0.75
65,3,0.71
65,4,0.73
65,5,0.75
65,6,0.74
65,7,0.74
65,8,0.75
65,9,0.73
66,0,0.77
66,1,0.75
66,2,0.73
66,3,0.8
66,4,0.77
66,5,0.82
66,6,0.77
66,7,0.8
66,8,0.73
66,9,0.75
67,0,0.76
67,1,0.77
67,2,0.74
67,3,0.79
67,4,0.74
67,5,0.8
67,6,0.76
67,7,0.76
67,8,0.77
67,9,0.74
68,0,0.78
68,1,0.77
68,2,0.74
68,3,0.77
68,4,0.77
68,5,0.75
68,6,0.79
68,7,0.78
68,8,0.77
68,9,0.8
69,0,0.78
69,1,0.75
69,2,0.72
69,3,0.76
69,4,0.77
69,5,0.75
69,6,0.77
69,7,0.78
69,8,0.72
69,9,0.78
70,0,0.72
70,1,0.75
70,2,0.75
70,3,0.77
70,4,0.75
70,5,0.76
70,6,0.74
70,7,0.73
70,8,0.76
70,9,0.76
71,0,0.75
71,1,0.75
71,2,0.76
71,3,0.79
71,4,0.75
71,5,0.76
71,6,0.78
71,7,0.79
71,8,0.75
71,9,0.7
72,0,0.77
72,1,0.82
72,2,0.75
72,3,0.76
72,4,0.77
72,5,0.76
72,6,0.78
72,7,0.77
72,8,0.76
72,9,0.78
73,0,0.74
73,1,0.74
73,2,0.79
73,3,0.73
73,4,0.72
73,5,0.71
73,6,0.76
73,7,0.77
73,8,0.77
73,9,0.76
74,0,0.74
74,1,0.74
74,2,0.75
74,3,0.72
74,4,0.75
74,5,0.75
74,6,0.75
74,7,0.75
74,8,0.77
74,9,0.79
75,0,0.74
75,1,0.78
75,2,0.78
75,3,0.76
75,4,0.72
75,5,0.8
75,6,0.73
75,7,0.74
75,8,0.74
75,9,0.71
76,0,0.73
76,1,0.77
76,2,0.75
76,3,0.78
76,4,0.76
76,5,0.75
76,6,0.75
76,7,0.78
76,8,0.77
76,9,0.76
77,0,0.78
77,1,0.78
77,2,0.76
77,3,0.74
77,4,0.8
77,5,0.76
77,6,0.77
77,7,0.74
77,8,0.73
77,9,0.77
78,0,0.76
78,1,0.76
78,2,0.77
78,3,0.75
78,4,0.78
78,5,0.73
78,6,0.74
78,7,0.74
78,8,0.73
78,9,0.71
79,0,0.75
79,1,0.74
79,2,0.74
79,3,0.71
79,4,0.75
79,5,0.75
79,6,0.78
79,7,0.75
79,8,0.79
79,9,0.72
80,0,0.75
80,1,0.73
80,2,0.73
80,3,0.74
80,4,0.78
80,5,0.77
80,6,0.7
80,7,0.72
80,8,0.75
80,9,0.72
81,0,0.75
81,1,0.76
81,2,0.78
81,3,0.74
81,4,0.75
81,5,0.76
81,6,0.76
81,7,0.78
81,8,0.76
81,9,0.77
82,0,0.76
82,1,0.75
82,2,0.75
82,3,0.72
82,4,0.78
82,5,0.8
82,6,0.76
82,7,0.75
82,8,0.78
82,9,0.75
83,0,0.77
83,1,0.71
83,2,0.76
83,3,0.74
83,4,0.8
83,5,0.73
83,6,0.73
83,7,0.69
83,8,0.75
83,9,0.69
84,0,0.72
84,1,0.72
84,2,0.74
84,3,0.75
84,4,0.72
84,5,0.72
84,6,0.72
84,7,0.74
84,8,0.74
84,9,0.74
85,0,0.77
85,1,0.74
85,2,0.77
85,3,0.73
85,4,0.79
85,5,0.78
85,6,0.76
85,7,0.78
85,8,0.76
85,9,0.77
86,0,0.78
86,1,0.77
86,2,0.76
86,3,0.77
86,4,0.76
86,5,0.78
86,6,0.74
86,7,0.74
86,8,0.75
86,9,0.73
87,0,0.73
87,1,0.74
87,2,0.77
87,3,0.73
87,4,0.77
87,5,0.77
87,6,0.78
87,7,0.76
87,8,0.77
87,9,0.77
88,0,0.77
88,1,0.74
88,2,0.79
88,3,0.76
88,4,0.76
88,5,0.73
88,6,0.76
88,7,0.78
88,8,0.77
88,9,0.77
89,0,0.75
89,1,0.74
89,2,0.75
89,3,0.76
89,4,0.75
89,5,0.73
89,6,0.73
89,7,0.72
89,8,0.79
89,9,0.76
90,0,0.73
90,1,0.75
90,2,0.72
90,3,0.73
90,4,0.75
90,5,0.76
90,6,0.72
90,7,0.78
90,8,0.74
90,9,0.75
91,0,0.75
91,1,0.77
91,2,0.78
91,3,0.74
91,4,0.75
91,5,0.75
91,6,0.79
91,7,0.73
91,8,0.76
91,9,0.78
92,0,0.73
92,1,0.76
92,2,0.77
92,3,0.74
92,4,0.74
92,5,0.73
92,6,0.73
92,7,0.73
92,8,0.77
92,9,0.78
93,0,0.76
93,1,0.78
93,2,0.74
93,3,0.76
93,4,0.74
93,5,0.73
93,6,0.71
93,7,0.76
93,8,0.73
93,9,0.75
94,0,0.75
94,1,0.75
94,2,0.73
94,3,0.75
94,4,0.74
94,5,0.75
94,6,0.78
94,7,0.77
94,8,0.74
94,9,0.73
95,0,0.75
95,1,0.76
95,2,0.72
95,3,0.79
95,4,0.77
95,5,0.73
95,6,0.76
95,7,0.72
95,8,0.74
95,9,0.75
96,0,0.78
96,1,0.82
96,2,0.73
96,3,0.75
96,4,0.75
96,5,0.78
96,6,0.74
96,7,0.75
96,8,0.75
96,9,0.78
97,0,0.72
97,1,0.75
97,2,0.77
97,3,0.8
97,4,0.72
97,5,0.72
97,6,0.72
97,7,0.76
97,8,0.78
97,9,0.77
98,0,0.8
98,1,0.78
98,2,0.78
98,3,0.78
98,4,0.73
98,5,0.76
98,6,0.76
98,7,0.78
98,8,0.73
98,9,0.76
99,0,0.72
99,1,0.75
99,2,0.76
99,3,0.79
99,4,0.76
99,5,0.73
99,6,0.77
99,7,0.79
99,8,0.75
99,9,0.74
